country,region,market,commodity,unit,date,latitude,longitude,hh_size,food_consumption_score,coping_strategy_index,livelihood_type,assistance_received,market_distance_km,shock_occurred,shock_type,import_dependency,vulnerability_index,availability_score,transport_cost_index,seasonality_index,exchange_rate,urban_rural,market_type,price_usd,local_price,infl_adj_price
Yemen,Middle East,Market_271,Sorghum,kg,2021-07-27 00:33:57,-16.243381170523932,78.77796725540153,1,42.31024575933769,24,Agriculture,,2.479275906354272,0,Flood,0.13077159141180827,0.9703677771511738,0.5308439851495882,1.4053963555203788,0.7092270411305835,1.2777533505871679,Urban,Wholesale,2.4624370139165803,,2.482835958969185
Somalia,South Asia,Market_89,Beans,kg,2020-03-25 06:54:21,7.692266299774808,43.94558785322872,2,44.77869497694073,25,Casual Labor,None,1.507686101139526,0,None,0.8476206857301397,0.7691499386368521,0.2538069540519982,2.8364806853689686,0.5354585871551333,0.8915587708407631,Urban,Retail,3.579966284001421,181.02021015965516,3.6602659277898577
Yemen,Horn of Africa,Market_466,Wheat Flour,kg,2021-03-25 16:42:04,3.804445853095192,119.85222117262212,9,45.80410523150287,32,casual labor,Cash,9.15192623060162,1,Flood,0.2988741899353665,0.9401684681827409,0.5840722153701782,2.1863499403585003,0.6103232125623826,1.2243202565840439,RURAL,Wholesale,4.153437329608829,283.1048864468147,3.9538523575518503
Somalia,South Asia,Market_422,Tomato,kg,2018-11-23 03:46:14,3.590196871210818,110.29256284458071,8,,8,Pastoral,Cash,10.057699586164734,0,Conflict,0.1587913219416627,0.9785875597123853,0.6646271634164773,,0.604220812835867,1.3294341974035757,Rural,Retail,2.461137680334639,107.21177630530967,2.43451317385167
South Sudan,East Africa,Market_170,Vegetables,kg,2018-09-20 20:10:48,-0.8593079493002129,68.8037022355527,10,66.15707486441892,7,CASUAL LABOR,None,2.0527638747909522,0,Drought,0.2598435749833073,0.32134741942675804,0.9686140266929162,1.8751320648275267,0.26220482779880827,0.8047441947919904,Urban,Wholesale,1.9154236429020015,89.7492974700745,1.8251380385352478
Afghanistan,East Africa,Market_128,Sorghum,kg,2018-10-11 13:05:49,1.7249850733266072,77.72934987791726,11,48.9697569644814,16,agriculture,Food,2.673470893474838,0,Drought,0.5228940706387877,0.616111234828659,0.2835437857280961,2.7033757522860453,0.5590551737479784,0.5455705924892267,Rural,Wholesale,1.7430547552053601,80.15487091143767,1.806536595794917
Yemen,Horn of Africa,Market_174,Vegetables,kg,2017-10-17 22:43:25,-19.67650833789415,65.4195855138303,4,37.43300371935969,14,Pastoral,Cash,0.8463461919481281,0,None,0.138073553186655,0.7663860212558155,0.8477641818706192,1.7707585428847983,0.10916713928750155,0.4873928010568003,Urban,RETAIL,1.54148788513201,66.60443527666428,1.5627204720303114
Kenya,Middle East,Market_437,Palm Oil,kg,2021-02-01 03:54:59,-16.150077222262556,87.41803580878695,3,43.47928935046892,12,Casual Labor,Cash,2.1040288061253163,0,None,0.13137319049701207,0.618993695790383,0.7851596876784601,1.5849873790662532,0.07238099953068333,0.804056000220899,Rural,RETAIL,2.863502941509115,134.64298463714184,3.0006326880306493
Bangladesh,South Asia,Market_26,Sorghum,kg,2018-07-13 19:59:51,7.3341188186122075,95.80260357780146,5,34.11311171395187,2,Agriculture,None,8.862346191549399,0,Conflict,0.5591723549024173,0.5983695995599739,0.7965202320086691,2.964755284384415,,1.1192605173231076,Urban,wholesale,2.19794575915588,130.54142682158079,2.2299963694879597
Nigeria,South Asia,Market_61,Goat Meat,kg,2018-08-28 21:40:32,-9.541327743971335,50.840687889849406,8,51.25524061271513,11,Agriculture,None,3.0894724464425716,0,Conflict,0.6114791316822531,0.36830147372796196,0.8762924210830669,1.9778358363436153,0.2751215775941541,0.43243725213503326,Urban,WHOLESALE,3.5531778147610416,169.88927919951726,3.464008407022568
Somalia,Horn of Africa,Market_488,Palm Oil,kg,2019-11-14 15:47:36,-15.683538505015274,68.95168801610673,10,41.4520719218652,28,Small business,None,4.401055948147417,0,Drought,0.3866896250973907,0.5301485684777879,0.9723833446145695,1.701947260074644,0.7875821304885555,0.7327228217113635,RURAL,WHOLESALE,3.0672908383716377,159.754167682584,3.0700844903858706
Ethiopia,Horn of Africa,Market_379,Fish,kg,2020-05-08 18:05:17,-6.853789592478394,87.62113080679843,6,57.244419704022555,0,Casual labor,Cash,8.373236782105023,0,Conflict,0.11514032171631267,0.3407362773265902,0.7125186162930819,2.1214602181526065,0.06640694722232998,1.1521698670624319,RURAL,Retail,4.105884765580787,269.9908886206764,4.295912873654808
Afghanistan,East Africa,Market_67,Millet,kg,2022-02-09 16:13:36,-9.82069800159914,118.92177485267699,10,33.98822888928888,31,Small business,None,6.270750592313542,0,,0.5136362263434772,0.22576154692429218,0.907441168234028,2.6478983129477407,0.04281772912787862,0.7295901755124803,Rural,Wholesale,2.1600398867579464,132.52192590475076,
Somalia,West Africa,Market_438,Onion,kg,2019-10-04 16:49:30,-18.82510145500778,59.23867222203798,11,34.73701641275215,36,Casual Labor,Food,12.693832070670132,1,None,0.9268105447801497,0.38007772687675356,0.30037737386327185,2.0329498042056295,0.4257267276887632,0.821395102964144,Rural,Wholesale,3.3084908737645997,230.82074809616304,3.362674761782703
Ethiopia,Horn of Africa,Market_406,Fish,kg,2023-05-30 11:52:58,-3.5776878677135215,97.05004021731304,4,35.530947880054875,19,Casual labor,Food,8.608811292805942,0,Conflict,0.5359141160841014,0.39937903887046966,0.39040157092584693,2.043950812265269,0.7072351633541905,0.4273491818275186,urban,Wholesale,4.580108608653884,198.2929660552537,4.377583277822824
Bangladesh,West Africa,Market_26,Chickpeas,kg,2019-08-22 15:15:57,-18.918832153244285,61.20045871929229,8,31.88427087432401,7,small business,None,2.0677712807670283,0,Conflict,0.5080282486763281,0.14429044624668308,0.50199855252763,2.0497530917922187,0.96941653803751,1.2199472903199382,URBAN,wholesale,3.4695113552166705,161.58375131262906,3.3671683275001882
Bangladesh,Horn of Africa,Market_83,Vegetables,kg,2018-07-11 13:13:02,-19.98436576612068,38.31057777327228,4,44.7159068223123,36,Small business,Cash,5.82636963607269,1,Drought,0.6026759422048256,0.48854716489688643,0.26182912755005694,1.9779875409781247,0.2950078468957297,1.0069644996759226,URBAN,Retail,3.188888857658579,197.65150470393343,3.1330128953175995
Bangladesh,Middle East,Market_492,Sunflower Oil,kg,2022-04-10 14:28:41,11.698950026151039,99.31312380247329,5,,30,Small Business,None,3.955575722879697,0,None,0.24820249011944212,0.636960222622722,0.3763686725585452,2.3958397567768195,0.0432585947056946,1.3869154766198442,URBAN,Retail,3.384812196608349,163.28651709369214,3.474604615662169
Ethiopia,Middle East,Market_364,Beans,kg,2020-08-12 07:30:01,-7.4011348083632775,88.4376194677989,2,42.104865159492036,30,casual labor,None,3.9588669968477688,0,Drought,0.8227134450245106,0.10408237002230258,0.983809954552636,2.6680521799594796,0.8226568561050652,1.0193763645693397,rural,wholesale,3.7288493608698947,174.15412369452255,3.6924603993526715
Somalia,East Africa,Market_367,Lentils,kg,2020-03-25 18:05:51,2.7034553954529983,76.29057439705235,10,14.239675015505576,24,Agriculture,Cash,3.921372649805811,0,Conflict,0.12990716160162946,0.5311159672475155,0.7930749500210128,2.243430889248909,0.6336796848523578,0.7641812457342145,Rural,Wholesale,2.6618374927312125,158.71771391194656,2.723070867636834
Bangladesh,East Africa,Market_60,Beans,kg,2021-06-03 03:45:24,-8.089969220241674,90.7532299944112,4,26.22779333067784,39,CASUAL LABOR,Food,6.333838284787636,0,Conflict,0.1506627451886169,0.08786189005246836,0.7752715747626451,1.6414022096973888,0.8399591732752064,1.3890374005641029,rural,retail,3.2211763287182675,148.16053484504724,3.2637755299460447
South Sudan,West Africa,Market_39,Tomato,kg,2022-12-22 13:53:31,17.200947886806063,109.13700485631216,10,37.06155390701186,7,SMALL BUSINESS,Food,2.067773115807631,0,Conflict,0.15054782279215612,0.8561378200266139,0.6278083081164053,2.6111224862447977,0.058186968701184894,0.7614831776701119,Rural,Retail,1.858506720771645,77.09958891172691,1.7842194912263598
Yemen,Horn of Africa,Market_123,Goat Meat,kg,2019-11-07 19:02:10,9.167249260019382,98.08595409009698,10,39.436245695652985,29,AGRICULTURE,Cash,3.860638712033489,0,Conflict,0.8133383904131508,0.40875025423482647,0.3806613526853876,1.2060575010081453,0.20577406203522774,1.0918907768792532,Urban,wholesale,11.331579131163766,188.6893277139635,3.886660032297187
Ethiopia,South Asia,Market_292,Palm Oil,kg,2023-11-12 00:37:09,-5.233189697452376,107.20356806335683,3,57.29742006344285,29,AGRICULTURE,None,10.551850874746059,0,None,0.4314463215250066,0.2431410554209109,0.29767563860363544,1.7619173451820025,0.9032424565855157,0.6336108570347463,RURAL,RETAIL,2.906073233085937,125.5772199207976,
Ethiopia,East Africa,Market_277,Sunflower Oil,kg,2017-09-13 16:19:22,-11.574923317881552,56.10169528372067,8,26.577393574890394,26,agriculture,,12.428875494350612,0,Drought,0.6789273004653809,0.37745518022327496,0.6191693356315624,2.6501050906346872,0.8508253823980526,1.3862202302165318,Urban,Wholesale,4.066711473705788,181.02016520560014,3.8919616838586877
Somalia,South Asia,Market_425,Fish,kg,2023-06-20 02:48:11,-14.487744695982308,102.04351655656771,8,24.483678481823866,34,small business,Cash,0.30495247201616493,0,Flood,0.17158145331448107,0.6518501823999211,0.7273397071919354,2.4336184937631646,,1.0030663907473194,urban,Wholesale,4.801365513071898,287.5940966950375,4.878892242322361
Ethiopia,South Asia,Market_374,Lentils,kg,2023-05-15 14:40:10,10.496747359131675,62.400841241980004,7,25.28913616188602,12,casual labor,Food,1.343497029344335,0,Drought,0.7864107242452621,0.4776608179894598,0.6502337372637351,2.9363638821277824,0.8675052852683627,1.307186997578563,Rural,Wholesale,3.5848415418150688,155.62964284537034,3.4427446176389735
Ethiopia,Horn of Africa,Market_304,Wheat Flour,kg,2018-11-07 10:40:27,-1.8785297054458496,31.858667075453457,6,39.254154161057635,20,Agriculture,Cash,12.840203903350547,0,Flood,0.40130584779664125,0.6028842229640697,0.5683573904722832,1.7621666585670117,0.7317948754994957,0.5562906398522669,urban,Retail,3.4011255512905922,179.73075749276902,3.397555229451159
Bangladesh,West Africa,Market_282,Milk,kg,2020-10-09 09:09:10,-10.721464844327485,33.88658128112995,9,,8,Pastoral,Cash,3.2983461361806503,0,Drought,0.29397601514839894,0.5959742265053504,0.2199015109699321,2.2748765111090368,0.8109760676512587,1.007724139524805,urban,RETAIL,2.539908893370505,166.91000657694792,2.4933617096583203
Somalia,Horn of Africa,Market_191,Millet,kg,2022-10-28 06:25:08,16.785042848897326,95.73191064346418,4,,23,casual labor,Food,4.751423462975064,0,Drought,0.7432886965798007,0.695427007649699,0.6785002339605641,2.5866884886182926,0.23762451828757059,1.0334706025397857,Urban,Retail,1.7984742246716994,76.22627785178956,1.8114372026790728
Bangladesh,East Africa,Market_461,Maize,kg,2020-10-03 01:58:51,-4.396144138719,54.4718374175548,4,39.89288197212558,32,Pastoral,Cash,5.1226089798870955,0,Flood,0.15802705783792292,0.9320202930130933,0.6166744523260645,2.0175229814758295,0.26870272675934204,1.2016047375091818,urban,Wholesale,2.0949756686813323,110.40511914823266,2.0128452207865295
Yemen,South Asia,Market_292,Millet,kg,2020-03-08 12:32:07,1.7397086075534318,57.68258281950173,6,,0,Casual Labor,None,13.001557502341106,0,Flood,0.5375696082446997,0.652900337060924,0.4264180924517553,1.591620803369488,0.7715370647092981,0.4555539629185714,Rural,Wholesale,1.8245572303719215,127.43521238818889,1.7706755907178169
Afghanistan,Horn of Africa,Market_152,Sorghum,kg,2018-03-20 05:18:17,14.311967370963131,86.03202415219921,1,22.74629559257147,7,CASUAL LABOR,,2.5250867626909064,0,Flood,0.44481410819229183,0.16488731468221984,0.8370266471610566,1.2345857890576624,0.8549742366608926,1.248279925153549,urban,retail,2.271328194144264,147.3324455085609,2.3697730820270797
Yemen,Horn of Africa,Market_384,Millet,kg,2023-02-20 05:43:27,13.335002537499427,96.73583339233681,2,,2,Pastoral,,12.206835254205938,0,None,0.7671318500230145,0.456306505828605,0.7539957753740127,1.4441413726054961,0.7854614245867251,1.0804878674492828,Urban,WHOLESALE,1.9140784455712267,83.42964788587366,1.8635837262049268
Afghanistan,Horn of Africa,Market_233,Maize,kg,2022-12-06 00:13:57,5.518145269017019,80.29958260202483,2,48.26099968170246,13,casual labor,Cash,7.068603247459511,0,,0.6750866237294236,0.1905559093800464,0.9778904287119268,1.1103621051078654,0.1940878924185162,0.4281274496583283,Rural,Wholesale,1.8854492165268513,76.37184325995618,1.916063880656162
Bangladesh,East Africa,Market_474,Palm Oil,kg,2021-12-13 22:22:23,15.544951322843453,93.57350172013923,10,29.60810523864955,13,Small business,Food,11.76919552588691,0,None,0.9024418409187845,0.1365552190211985,0.6008860802772509,1.5336312690161387,0.9215090344385103,0.7140410058609297,Rural,Retail,3.0752335197044136,151.01691494391167,3.1258007015231106
Yemen,West Africa,Market_405,Sunflower Oil,kg,2020-12-24 18:06:39,18.083926457712266,114.69475528602769,4,35.835799897172826,32,CASUAL LABOR,Cash,10.351984168157845,1,None,0.7540741604924601,0.744525880438918,0.25431775360480213,1.2378627376516498,0.975868019724758,0.8176684206276237,Urban,Wholesale,4.539895802335488,302.1489764968964,4.451262046204416
Somalia,Horn of Africa,Market_146,Rice,kg,2018-04-30 03:32:47,17.40456538467558,106.87439506084479,5,26.825187541731808,3,Agriculture,None,11.008290643390547,0,Conflict,0.4740963444489569,0.15526923891409994,0.9428036915726519,1.0668651453968188,0.05610878742580638,1.3197089823077293,URBAN,WHOLESALE,2.431664038624161,101.26830456548225,2.545025051555559
Nigeria,East Africa,Market_271,Vegetables,kg,2017-12-04 16:15:07,-6.039706574264203,51.67232860474837,2,25.125728600857506,37,small business,Food,1.796315378441638,0,Conflict,0.2666819942453512,0.7808648477448956,0.5664884274473114,1.7462009089343447,0.8894148193028489,0.7180119003914056,RURAL,Retail,2.4927843396442335,118.41109214851991,2.5319103509289573
Bangladesh,South Asia,Market_335,Lentils,kg,2023-09-03 09:49:57,-4.113156151848386,111.61124829627629,8,43.40184610908907,24,Casual labor,Cash,4.70079009007302,1,,0.5050928493670445,0.5224130369936953,0.9953024213181816,1.9602657888571624,0.760120113429038,0.8441648242694872,urban,Wholesale,4.469095934160542,295.9456146654062,4.517024441437363
Afghanistan,Middle East,Market_134,Sunflower Oil,kg,2019-09-15 03:23:56,-10.379845400747328,56.75378297236911,5,31.095265473476672,12,Pastoral,None,3.4847039644596234,0,None,0.2502994322841777,0.4239234524974991,0.6023140395621011,,0.19264833482669486,0.869913252399837,URBAN,Retail,3.1209853268368426,171.49160898378722,3.259168191947891
South Sudan,East Africa,Market_171,Rice,kg,2018-10-14 13:15:18,13.473193743766466,89.45294331731819,8,21.208822365933347,38,PASTORAL,,1.9762314612061889,0,Flood,0.20201788027414225,0.8733639251688881,0.5352259388723307,2.640734545892571,0.2082793271453759,0.45487751105531193,URBAN,Retail,2.1007608190138143,91.45915756206433,2.1018957269167005
Afghanistan,Middle East,Market_415,Maize,kg,2021-06-11 21:08:55,-15.127015763580104,108.72446911703352,9,20.60312798897294,24,Casual labor,,9.624590711621726,1,Conflict,0.14391924993387606,0.9000643266495608,0.26093296958512147,1.1149367648767048,,0.8504772567550383,Rural,Retail,2.231604828676785,122.1162369123987,2.1484213631067997
South Sudan,Horn of Africa,Market_28,Fish,kg,2018-11-02 18:56:43,-5.7966651932420135,86.11015145409192,11,50.02011923809326,37,Agriculture,Food,10.457461557467061,0,None,0.58793985884255,0.21541322743947178,0.29932314126925236,1.2147613630888752,0.04343917212930515,0.775683646545211,rural,retail,3.8952089299097845,181.5531403863293,3.9463475645675983
Ethiopia,Horn of Africa,Market_136,Lentils,kg,2018-02-24 13:08:12,-19.6106721316832,102.55765224982842,9,17.972573944772417,8,Pastoral,Cash,2.2080619929087324,0,,0.6095877221155495,0.8000470250649022,0.29039725654585924,1.8049497197905418,0.31213041552741294,0.6332815717149861,Rural,wholesale,2.955359006814801,125.88338128798497,2.820011272957859
Yemen,East Africa,Market_413,Fish,kg,2022-10-06 10:57:37,3.7858497449563444,113.46123979926965,4,51.48486006240998,37,Small business,Food,11.550775795277872,0,Conflict,0.6897812859069321,0.6059410158995934,0.7121271223155483,2.2100475285429146,0.8103282959693537,0.5373841033116743,RURAL,Wholesale,4.704727071026455,297.46927896466553,
South Sudan,Middle East,Market_405,Chickpeas,kg,2019-03-23 18:14:04,6.335372277968581,117.02433586005884,10,45.71473052646508,37,Small business,Food,4.373716423003933,0,Conflict,0.8981087036842156,0.4962703305609577,0.6252970571395139,1.4246090147473978,0.21351015241199411,0.936116746437931,urban,WHOLESALE,3.9793904107436626,228.62614363363605,3.9157721918294666
Afghanistan,Horn of Africa,Market_465,Palm Oil,kg,2022-03-19 20:42:20,-10.040499965379809,66.95696371440141,2,32.73866574155318,34,Casual Labor,Cash,5.7142681886832625,0,,0.9216655068730982,0.23783744744356128,0.9887608213846109,1.4205236866022746,0.23357885268532408,0.9402084885553277,Rural,Retail,3.0868732580910008,215.07948632881084,3.1848354228069096
Ethiopia,South Asia,Market_376,Tomato,kg,2020-08-26 10:07:43,9.469226091959403,119.34913859350746,11,46.665526323508374,28,casual labor,Food,14.899493672969808,0,,0.406685924810507,0.8025732494259225,0.5473730531022875,1.0644136204809527,0.726335715104925,1.0671197733354068,Rural,retail,2.1550435389210403,110.86221274498489,2.1997520898360183
Nigeria,West Africa,Market_241,Vegetables,kg,2020-01-27 16:12:46,-4.738528483198117,54.45130474061526,2,35.57613366139384,13,Pastoral,Food,2.960581778231476,0,Conflict,0.6725762534547881,0.8813839494459819,0.32723156171282275,2.1609748584984776,0.7320116295862159,0.9996832999121662,Urban,Retail,2.128840112787022,116.89098837261135,2.1913164631622175
Somalia,West Africa,Market_344,Millet,kg,2019-05-23 02:13:20,-7.531556861947175,71.59679195515872,5,42.959198693795905,37,agriculture,,1.8599989828890198,1,Conflict,0.5159158729872932,0.7298658967686886,0.4263254309103921,2.1256641504520584,0.4016461947458083,1.235803978022283,URBAN,wholesale,3.38340510331384,150.223720357808,3.464489393177881
